DOCUMENT ID,RECORD TYPE,REMARK LINE NBR,REMARK TEXT LINE,GOOD THROUGH DATE
FT_2290005580629,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 3343 LOT 7501 TO BLOCK  3343 LOT 356.  UPDATED 10-3-13. SM,10/31/2013
FT_2000000582600,R,2,PART OF 18,10/31/2013
FT_1640005283164,R,1,LOT CORRECTION : FROM 7501 TO LOT 1041   RG  10/4/13,10/31/2013
FT_3960009032996,R,1,"BLOCK CORRECTION. INCORRECTLY INDEX ON BBL-3-8308-7501, BBL 3-8246-7501 AND BBL 3-8309-7501 UPDATED 10/18/2013 GK",10/31/2013
FT_3050006383105,R,2,DISCH ON 09/03/02  R5781 P0623,10/31/2013
FT_3920009032992,R,2,PETITION NO. 97 DOC NO. 4612 CERT NO. 457,10/31/2013
FT_2860005597186,R,1,CORRECTED FROM BLOCK 3000 P/O LOT 49 TO BLOCK 3000 LOT 50.      S.P.  10/17/13,10/31/2013
FT_3720007323972,R,2,BLOCK CORRECTIONS CORRECTED FROM BBL 3-5258-7501 TO BBL 3-5258-1035 UPDATED 10/1/13 TM,10/31/2013
FT_1590006558559,R,2,POWER OF ATTORNEY,10/31/2013
FT_1240007589324,R,1,BLOCK CORRECTION. CORRECTED FROM BBL 1-642-7501 TO BBL 1-642-1006. 5/06/2013. HEH,10/31/2013
2013102200931001,R,1,*MISCELLANEOUS - POWER OF ATTORNEY,10/31/2013
FT_4290004938729,R,2,LOT CORRECTION FROM LOT 7501 TO LOT 1307. (IM) 10/18/2013,10/31/2013
2013100901038001,R,1,"IT-2663 FORM - CHECK FOR $50,565.00",10/31/2013
2013100700377001,R,1,carbon monoxide detector,10/31/2013
2013100101684001,R,1,Misc: POA's,10/31/2013
2013092700902001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,10/31/2013
2004102601348001,R,1,LOT CORRECTION FROM BLOCK 510/LOT 7501 TO BLOCK 510/LOT 17. (IM) 10/3/2013,10/31/2013
2010120601045001,R,1,BLOCK CORRECTIONS CORRECTED FROM BBL 3-1150-7501 TO 3-1150-1002. UPDATED 05-14-13 TM,10/31/2013
FT_1010005114201,R,1,CORRECTED FROM 529 LOT 7505 TO BLOCK 529 LOT 42. HEH. 10/28/13,10/31/2013
2007080800019001,R,1,LOT CORRECTION FROM 7504 TO 10. (IM) 10/4/2013,10/31/2013
2013092200029001,R,1,Copy of trust is enclosed,10/31/2013
2013101600108001,R,1,POA for seller,10/31/2013
FT_3350007196435,R,2,BLOCK CORRECTION. CORRECTED FROM BLOCK 33 LOT 7757 TO BLOCK  7757 LOT 33.  UPDATED 10-1-13. SM,10/31/2013
2013101500427001,R,1,"IT-2663 is 3 pages (will not allow me to fill in under) along with a check in the amount of $8,358.00",10/31/2013
FT_1540005113954,R,2,CORRECTED FROM BLOCK 529 LOT 7505 TO BLOCK 529 LOT 42. HEH. 10/28/13,10/31/2013
FT_2080005597308,R,2,P/O LOT 49,10/31/2013
2008052100423010,R,1,LOT CORRECTION FROM BLOCK 803/7503 TO BLOCK 803/LOT 12 (IM) 10/3/2013,10/31/2013
2012011000803001,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 27 LOT 7501 TO BLOCK  27 LOT 2001.  UPDATED 10-3-13. SM,10/31/2013
2011091200183001,R,1,CORRECTED FROM BLOCK 632 LOT 7502 TO BLOCK 632 LOT 13.HEH. 10/18/13,10/31/2013
2012060701338002,R,1,BLOCK CORRECTIONS CORRECTED FROM BBL 3-2095-7502 TO BBL 3-2095-1148 UPDATED 10/4/13 TM,10/31/2013
2009021600280001,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 2179 LOT 7501 TO BLOCK  2179 LOT 350.  UPDATED 10-1-13. SM,10/31/2013
2010032900489001,R,1,NAME CORRECTION.     S.P.  4/2/10  BLOCK CORRECTIONS CORRECTED FROM BBL 3-3771-7501 TO BBL 3-3771-1002 UPDATED 10/1/13 TM,10/31/2013
2010100800324001,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 5780 LOT 7501 TO BLOCK  5780 LOT 930.  UPDATED 10-3-13. SM,10/31/2013
2013101700476001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,10/31/2013
2012113000465001,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 269 LOT 7501 TO BLOCK  269 LOT 1.  UPDATED 10-3-13. SM,10/31/2013
2005072000293001,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 1599 LOT 7501 TO BLOCK 1557 LOT 24.  UPDATED 10-1-13. SM,10/31/2013
2013013100555002,R,1,BLOCK CORRECTION. CORRECTING FROM INCORRECT BBL 1-1151-1186 TO CORRECT BBL 1-1486. UPDATED 10/07/2013 GK,10/31/2013
2006062800062001,R,1,CORRECTION FROM LOT 7501 TO LOT 1001. (IM) 10/7/2013,10/31/2013
FT_4870006502787,R,1,DISC MTG L307 P527,10/31/2013
2013090600402001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,10/31/2013
2009081001142003,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 68-7502 TO BLOCK 68-1201. 4/22/2013. HEH,10/31/2013
2013080801324002,R,1,For assignment of l&R,10/31/2013
FT_4300006455130,R,1,LOT CORRECTION FROM LOT 7501 TO LOT 1011. (IM) 10/18/2013,10/31/2013
2013091700690001,R,1,"Also attached are :  NYC RPT, TP 584 NYC and TP 584.1",10/31/2013
2005053101538001,R,1,BLOCK CORRECTIONS CORRECTED FROM BBL 3-2240-7504 TO BBL 3-2240-53 UPDATED 10/4/13 TM,10/31/2013
2013100101774002,R,1,CORRECTED FROM BLOCK 1162 LOT 58 BROOKLYN TO BLOCK 1331 LOT 1110 MANHATTAN.      S.P.  10/17/13,10/31/2013
FT_4480008799348,R,1,LOT CORRECTION FROM LOT 7501 TO LOT 1018. (IM) 10/23/2013,10/31/2013
FT_4100007471610,R,1,LOT CORRECTION FROM LOT 7501 TO LOT 1002. (IM) 10/18/2013,10/31/2013
FT_3780007664678,R,2,DISCH R4877 P828,10/31/2013
FT_3430007065443,R,2,DISCH R4396 P1439,10/31/2013
2013101500254004,R,1,Assignment of Leases and Rents,10/31/2013
2013102101552001,R,1,Misc.-Power of Attorney,10/31/2013
FT_1280000439728,R,2,NOTICE/LIEN,10/31/2013
2013102300835001,R,1,Misc.-Power of Attorney,10/31/2013
2013101601021001,R,1,carbon monoxide detector,10/31/2013
2013101001692001,R,2,DOCUMENT WAS ERRONEOUSLY RECORDED UNDER THE WRONG COVER PAGE,10/31/2013
2013100701206001,R,1,Two (2) Powers of Attorney attached for information only and NOT for recording.,10/31/2013
2013100300164001,R,1,"Consolidation, Extension and Modification Agreement",10/31/2013
2013093000377001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,10/31/2013
2013092301043001,R,1,NYC Department of Social Services,10/31/2013
2013080200915001,R,1,AFFIDAVIT FOR REAL PROPERTY LAW SECTION 275,10/31/2013
2013022000435001,R,2,RESTRICTIVE DECLARATION                                   7 PAGES,10/31/2013
2012021900066001,R,1,BLOCK CORRECTIONS CORRECTED FROM BBL 3-6678-7502 TO BBL 3-6678-65 UPDATED 10/4/13 TM,10/31/2013
2011011700475001,R,1,CORRECTION FROM LOT 7501 TO LOT 1001. HEH. 4/19/2013,10/31/2013
2009100200204001,R,1,LOT CORRECTION FROM BLOCK 915/LOT 7501 TO BLOCK 915/LOT 19 (IM) 10/3/2013,10/31/2013
2008030600178001,R,1,CORRECTION FROM LOT 7501 TO LOT 10. (IM) 10/4/2013,10/31/2013
2005081800295001,R,1,BLOCK CORRECTIONS CORRECTED FROM BBL 3-1429-7502 TO BBL 3-1429-25 UPDATED 10/4/13 TM,10/31/2013
2003012600412001,R,1,LOT CORRECTION : FROM 7501 TO LOT 1177   RG  10/4/13,10/31/2013
FT_4920005910692,R,2,DISC MTG R2526 P1410,10/31/2013
FT_1890005572889,R,2,SUBORDINATION NON-DISTURBANCE & ATTORNMENT AGMT R2123 P1810 ETAL,10/31/2013
2013100300632003,R,1,"CONSOLIDATION,EXTENSION,MODIFICATION AGREEMENT",10/31/2013
FT_3340008838134,R,2,DISCH R4353 P0882,10/31/2013
FT_4640005743564,R,1,DISC MTG L307 P329 O.M. ONLY LT 3205,10/31/2013
2008040100080007,R,1,CORRECTION FROM LOT 7501 TO LOT 1. (IM) 10/4/2013,10/31/2013
FT_4720006907172,R,1,DISC MTG R2723 P532,10/31/2013
FT_3460005403846,R,2,PERSONAL INFORMATION IS DISPLAYED,10/31/2013
FT_3950001298495,R,2,P/T LOT 1 DISCH R4270 P365 09/01/98,10/31/2013
FT_3640007275364,R,1,ASST/MTGE R4744 P1,10/31/2013
2013101000508003,R,1,Assignment of Leases and Rents,10/31/2013
FT_1390008409939,R,1,LOT CORRECTION : FROM 7501 TO LOT 206   RG  10/9/13,10/31/2013
FT_2520007839652,R,2,NOTICE/LIEN/UNPAID/COMMON/CHARGES R198 P65,10/31/2013
FT_1590005492259,R,1,LOT CORRECTION : FROM 7501 TO LOT 1407   RG  10/8/13,10/31/2013
2013100800375001,R,1,Power of Attorney attached.,10/31/2013
2013101600624001,R,1,"miscellaneous - it-2663, 2x poa",10/31/2013
2013100901722001,R,1,Power of Attorney for Joachim B. Steinberg (7 pages),10/31/2013
2013073001666001,R,2,DOCUMENT WAS ERRONEOUSLY RECORDED UNDER THE WRONG COVER PAGE,10/31/2013
2013081200947003,R,1,TO VIEW IMAGE OF THIS DOCUMENT SEE CRFN # 2013000427918.         S.P.  10/18/13,10/31/2013
2013092500829001,R,2,nature pages of the originally executed documents.,10/31/2013
FT_4870005665487,R,2,DISC MTG R3999 P225 O.M ONLY LT1054,10/31/2013
FT_4810002998381,R,2,LOT CORRECTION FROM 7501 TO LOT 1698. (IM) 10/25/2013,10/31/2013
2013093000230001,R,1,AFFIDAVIT OF NO CONSIDERATION,10/31/2013
2013090601230001,R,1,AFF OF COMPLIANE W CARBON MONOXIDE DETECTOR REQUIREMENT 1 PAGE,10/31/2013
2013091900952001,R,1,"THE CORRECTION TO MORTGAGE IS BEING RECORDED TO INCLUDE THE CORRECT SCHEDULE ''A'' DESCRIPTION, THE ORIGINAL RECORDING CONTAINED AN INCORRECT SCHEDULE WITHIN THE DOCUMENT.",10/31/2013
FT_4920006680392,R,2,MTGE R3578 P0032,10/31/2013
FT_1640008764264,R,1,BLOCK CORRECTION. CORRECTED FROM BBL 1-717-7502 TO BBL 1-717-0045. 5/08/2013. HEH,10/31/2013
FT_3790008387579,R,2,CREDIT LINE DISCH ON 8/26/02 R5769 P2225,10/31/2013
FT_4350006918235,R,2,MTGE R5201 P720,10/31/2013
FT_3960001298496,R,1,CORRECTED FROM BLOCK 3516 LOT 1 TO BLOCK 3516 LOT 71.    S.P.   10/18/13,10/31/2013
FT_1910006235591,R,1,CANCELLATION/WTHHLD,10/31/2013
FT_3430007549443,R,1,ASST/MTGE R3641 P1327,10/31/2013
FT_2070005749007,R,1,CORRECTED FROM BLOCK 3192 P/O LOT 6 TO BLOCK 3192 LOT 14.       S.P.  10/17/13,10/31/2013
2010091500060001,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 5780 LOT 7501 TO BLOCK  5780 LOT 930.  UPDATED 10-3-13. SM,10/31/2013
2013040200248001,R,1,BLOCK CORRECTION. CORRECTING FROM BBL 1-637-1017 TO BBL 3-637-1017. UPDATED 10/21/2013 GK,10/31/2013
FT_1190007143319,R,1,LOT CORRECTION : FROM 7501 TO LOT 4001   RG  10/4/13,10/31/2013
FT_1170007589317,R,1,BLOCK CORRECTION. CORRECTED FROM BBL 1-642-7501 TO BBL 1-642- 1001. 5/06/2013. HEH,10/31/2013
2011041800572001,R,1,"CORRECTED TO ADD LOT 1002, 1208,1224 AND 1229.     S.P.  10/3/13",10/31/2013
2003091600597007,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 3943 LOT 7501 TO BLOCK  3943 LOT 200.  UPDATED 10-3-13. SM,10/31/2013
2008052100423012,R,1,LOT CORRECTION FROM BLOCK 803/7503 TO BLOCK 803/LOT 12 (IM) 10/3/2013,10/31/2013
2004092700231001,R,1,CORRECTION FROM LOT 7510 TO LOT 0003. HEH. 4/18/2013.,10/31/2013
FT_2360005935236,R,1,BLOCK CORRECTION. CORRECTED TO ADD BLOCK 4791 LOT 1. LOT 1 WAS INADVERTENTLY OMITTED AT THE TIME OF RECORDING. UPDATED ON 10/31/13. SM,10/31/2013
2004101400906001,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 280 LOT 7501 TO BLOCK  280 LOT 1.  UPDATED 10-3-13. SM,10/31/2013
2006062902742001,R,1,BLOCK CORRECTIONS CORRECTED FROM BBL 3-2132-7501 TO BBL 3-2132-3 UPDATED 10/4/13 TM  BLOCK CORRECTIONS CORRECTED FROM BBL 3-2131-7502 TO BBL 3-2131-23 UPDATED 10/4/13 TM,10/31/2013
2009073000092001,R,1,NAME UPDATED TO REFLECT DOCUMENT.  07/13/2010  (JL) BLOCK AND LOT CORRECTION FROM BLOCK 6579/LOT 74 TO BLOCK 1670/LOT 4. (IM) 10/10/2013,10/31/2013
2009092800641001,R,1,LOT CORRECTION : FROM 7504 TO LOT 1310   RG  10/4/13,10/31/2013
FT_4210005304721,R,2,MTGE R4067 P2284,10/31/2013
FT_4620006747462,R,2,LOT CORRECTION FROM LOT 7502 TO LOT 3404. (IM) 10/18/2013,10/31/2013
2013090600487002,R,1,miscellaneous - it-2663,10/31/2013
2013092200071001,R,1,SMOKE DETECTOR,10/31/2013
2013093000932001,R,1,Power of Attorney for Seller (9 pgs),10/31/2013
2013100400187001,R,1,Carbon Monoxide Affidavit (1 page),10/31/2013
2013100800437009,R,1,Consolidation and Extension Agreement,10/31/2013
2013101001470001,R,1,"THIS CONSOLIDATION, EXTENSION & MODIFICATION CORRECTING AGREEMENT IS BEING RECORDED TO CORRECT THE ORIGINAL CONSOLIDATION, EXTENSION & MODIFICATION AGREEMENT DATED JULY 25, 2012 AND RECORDED ON AUGUST 14-2012 IN CRFN2012000321409 BY",10/31/2013
2013101601112001,R,1,Copy of Power of Attorney,10/31/2013
2013102201336001,R,1,Housing Preservation and Development is The Department of exempt from paying recording fees and taxes pursuant to Article 8B Section 476 of the NYS Private Housing Finance Law and to the Provisions CPLR Section 8019(d),10/31/2013
FT_1540006325454,R,2,LOT CORRECTION : FROM 7501 TO LOT 1065   RG  10/4/13,10/31/2013
FT_2450006934845,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 3944 LOT 7501 TO BLOCK  3944 LOT 3.  UPDATED 10-3-13. SM,10/31/2013
FT_2810005597281,R,2,P/O LOT 49,10/31/2013
FT_3170000894017,R,1,BLOCK CORRECTIONS CORRECTED FROM BBL 3-1018-7622 TO BBL 3-1018-76 UPDATED 10/10/13 TM,10/31/2013
FT_3470005670647,R,2,BLOCK CORRECTIONS CORRECTED FROM BBL 3-6699-7501 TO BBL 3-6699-1032 UPDATED 10/4/13 TM,10/31/2013
FT_3860006927486,R,2,BLOCK CORRECTION. CORRECTED FROM BLOCK 22 LOT 7681 TO BLOCK  7681 LOT 22.  UPDATED 10-1-13. SM,10/31/2013
FT_4080006060208,R,1,BLOCK CORRECTION. CORRECTING FROM BBL 4-3637-7501 TO CORRECT BBL 4-3637-1046 UPDATED 10/21/2013 GK,10/31/2013
FT_4500004982050,R,2,LOT CORRECTION FROM LOT 7501 TO LOT 1411. (IM) 10/18/2013,10/31/2013
FT_2030005749003,R,2,ENFORCEMENT MORTGAGE  P/O LOT 6,10/31/2013
FT_1890005278789,R,1,LOT CORRECTION : FROM 7501 TO LOT 1096   RG  10/4/13,10/31/2013
2013102301306004,R,1,Assignment of Leases and Rents,10/31/2013
2013101500454001,R,1,There is no contract of sale. It's a gift of 80% interest to son.,10/31/2013
FT_4700002920370,R,1,BLOCK CORRECTION. CORRECTING FROM BBL 4-5134-7501 TO BBL 4-5134-1086 UPDATED 10/22/2013 GK,10/31/2013
FT_4720006907172,R,2,LOT CORRECTION FROM LOT 7501 TO LOT 1088. (IM) 10/25/2013,10/31/2013
FT_4970006577097,R,1,BLOCK CORRECTION. CORRECTING FROM BBL 4-5137-7502 TO BBL 4-5137-1607 UPDATED 10/22/2013 GK,10/31/2013
2013092501187002,R,1,Letter of completion NYC Buildings combine units,10/31/2013
FT_4650008883565,R,1,BLOCK CORRECTION. FROM 4--50-7628 TO BBL 4-1719-41  UPDATED 10/18/2013 GK,10/31/2013
FT_4220007819622,R,2,MTGE R5722 P615,10/31/2013
FT_2390007112839,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 4340 LOT 7501 TO BLOCK  4340 LOT 38.  UPDATED 10-3-13. SM,10/31/2013
FT_3490006979149,R,1,BLOCK CORRECTIONS CORRECTED FROM BBL 3-1509-7501 TO BBL 3-1509-1023 UPDATED 10/4/13 TM,10/31/2013
FT_3870004573487,R,1,ASST/MTGE,10/31/2013
FT_3560001629356,R,1,CORRECTED TO ADD LOT 50 AND 100.      S.P.    10/2/13,10/31/2013
FT_2540005597254,R,1,ASST/MTGE/R1464 P2406,10/31/2013
FT_3260007788526,R,1,ASST/MTGE R3839 P2206,10/31/2013
FT_2550007925655,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 5606 LOT 7503 TO BLOCK  5606 LOT 45.  UPDATED 10-3-13. SM,10/31/2013
2013092401490001,R,1,Power of Attorney for Seller (10 pgs),10/31/2013
2013101500598001,R,1,Miscellaneous Documents include death certificate of previous owner Mohsin Mahmud. Death Certificate of Mohsin Mahmud's late wife Raziya Mahmud who pre-deceased him. Marriage Certificate of Mohsin Mahmud and Fatima Mahmud.,10/31/2013
FT_1280000439728,R,1,BLOCK CORRECTION. CORRECTED FROM BBL 1-720-7501 TO BBL 1-720-1001.HEH. 5/28/13,10/31/2013
2013101601636001,R,1,Powers of Attorney of sellers and purchaser,10/31/2013
FT_1710006940171,R,2,LOT CORRECTION FROM BLOCK 1165 LOT 7501 TO BLOCK 1165 LOT 1065 MTGE R2750 P95 REC. 11/13/98,10/31/2013
FT_1350006195535,R,1,LOT CORRECTION : FROM 7501 TO LOT 1221   RG  10/4/13,10/31/2013
2013101501382001,R,1,power of attorney used on behalf of purchaser,10/31/2013
2013102300414001,R,1,THIS IS A CORRECTION DEED PUTTING ALL OWNERS ON ONE COHESIVE DEED,10/31/2013
2013101600528001,R,1,NYSDOT exemption letter enclosed,10/31/2013
2013092500996001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,10/31/2013
2013100700563001,R,1,carbon monoxide detector,10/31/2013
2013091000477001,R,1,NAME CORRECTED TO REFLECT NAME IN DOCUMENT 10/01/13 SK,10/31/2013
2013070400008002,R,1,Local Development Corporation Section 1411 affdavit,10/31/2013
2012101001118002,R,1,NAME CORRECTION.     S.P.  10/4/13,10/31/2013
2013101000508002,R,1,Mortgage Modification and Extension Agreement,10/31/2013
2013100700565002,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,10/31/2013
2013092501616001,R,1,"These returns amend the returns filed in CRFN 2013000358683, which returns contained the incorrect purchase price of $427,500. The correct purchase price is $475,000. The transfer tax differential with interest and penalty is being",10/31/2013
2009092800641001,R,2,MISCELLANEOUS:  SELLER'S POWER OF ATTORNEY,10/31/2013
2008030600248001,R,1,CORRECTION FROM LOT 7504 TO LOT 10. (IM) 10/4/2013,10/31/2013
FT_1540006325454,R,1,ASST/MTGE R1953 P1889/CORRECTED FROM BLOCK 1165 LOT 7501 TO BLOCK 1165 LOT 1065 ON 1/4/00 SEE R3024 P314,10/31/2013
FT_1060005113906,R,1,ASST/ASST/RENTS & LEASES R1609 P173 ETAL,10/31/2013
FT_1710006940171,R,1,LOT CORRECTION : FROM 7501 TO LOT 1065   RG  10/4/13,10/31/2013
2013100200606001,R,1,Miscellaneous: Certificate of Death of Hak Kan Leung,10/31/2013
2013092601002001,R,1,DEED AND SCHEDULE A,10/31/2013
2011041501033001,R,1,OT CORRECTION : FROM 7502 TO LOT 1108    RG  10/10/13,10/31/2013
2013071800582001,R,1,Miscellaneous (Page Count 2)is a NYS Non-Resident Real Property Estimated Income Tax Form.,10/31/2013
2013083000330001,R,1,copy of death certificate of deceased tenant by the entirety James Middleton attached,10/31/2013
2013093001190001,R,1,miscellaneous - carbon monoxide affidavit,10/31/2013
2013100100544008,R,1,Company Lease Agreement,10/31/2013
2013091801155005,R,1,miscellaneous - 275 affidavit,10/31/2013
2013092300415001,R,1,Power of attorney (2),10/31/2013
2013012901047001,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 32 LOT 7501 TO BLOCK  32 LOT 4.  UPDATED 10-3-13. SM,10/31/2013
2013073100450001,R,1,INCORRECTLY FILED AGAINST BBL 1-1517-20. THE CORRECT BBL IS 1-1517-1139. CORRECTION COMPLETED. JNG 10/24/2013,10/31/2013
2010041300347001,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 186 LOT 7501 TO BLOCK  186 LOT 38.  UPDATED 10-3-13. SM,10/31/2013
2013010900459001,R,1,CORRECTED FROM BLOCK 767 LOT 1002 TO BLOCK 767 LOT 1331.     S.P.  10/4/13,10/31/2013
FT_3980008754098,R,2,CORRECTED FROM BLOCK 1263 LOT 34 TO BLOCK 1263 LOT 32.            S.P.    10/10/13,10/31/2013
FT_4680002920368,R,1,BLOCK CORRECTION. CORRECTING FROM BBL 4-5134-7501 TO BBL 4-5134-1090 UPDATED 10/22/2013 GK,10/31/2013
FT_4690006759169,R,2,LOT CORRECTION FROM LOT 7501 TO LOT 1030. (IM) 10/18/2013,10/31/2013
FT_4650005056765,R,1,DISC MTG R8653 P371 OM LT 1011 DISC MTG R8671 P190,10/31/2013
2013052000558002,R,1,CORRECTED TO ADD LOT 30.   S.P.  10/11./13,10/31/2013
2011081100988001,R,1,CORRECTED FROM LOT 7502 TO LOT 29. HEH. 4/18/2013,10/31/2013
2008072501140001,R,1,LOT CORRECTION FROM BLOCK 962/7501 TO BLOCK 962/LOT 8 (IM) 10/3/2013,10/31/2013
2010050600506001,R,1,BLOCK CORRECTION. CORRECTED FROM BBL 1-180-7510 TO BBL 1-180-1501. 4/24/2013. HEH,10/31/2013
2010102900300001,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 5780 LOT 7501 TO BLOCK  5780 LOT 930.  UPDATED 10-3-13. SM,10/31/2013
2010060800369001,R,1,LOT CORRECTION : FROM 7501 TO LOT 1001   RG  10/4/13,10/31/2013
2006121901803001,R,1,"BLOCK CORRECTION. CORRECTED FROM BLOCK 71 LOT 7501 TO BLOCK 71, LOT; 1001. HEH. 10/09/13",10/31/2013
2008022900120001,R,1,BLOCK CORRECTION. CORRECTED FROM BBL 1/1464/7501 TO BBL 1/1464/1068. UPDATED ON 4/17/13. SM,10/31/2013
2006041801141001,R,1,BLOCK CORRECTION. CORRECTED FOM BLOC 72 LOT 7501 TO BLOCK 72 LOT 1001. HEH. 10/11/13,10/31/2013
FT_4100007471610,R,2,"MTGE SHOULD BE AGAINST BL11366 LTS1002,1032 ONLY (MTGE WAS INADVENTENTLY ENTERED ON LT7501)",10/31/2013
FT_4950005273195,R,1,DISC MTG L74 P337 DISC MTG REC96 P178 O.M.ONLY L3501,10/31/2013
FT_4840007172084,R,2,MTGE R5027 P2201,10/31/2013
FT_4600005970160,R,2,MTGE R4620 P1184,10/31/2013
FT_4050002715805,R,1,CERTIFICATE/SAT/LIEN,10/31/2013
FT_3860006927486,R,1,ASST/MTGE R4325 1052,10/31/2013
FT_3710000894171,R,1,BLOCK CORRECTION. CORRECTING FROM INCORRECT BBL 3-7572-7721 TO CORRECT BBL 3-7572-77. UPDATED 10/17/2013 GK,10/31/2013
FT_3180007210918,R,2,BLOCK CORRECTIONS CORRECTED FROM BBL 3-1459-7502 TO BBL 3-1429-25 UPDATED 10/4/13 TM,10/31/2013
FT_2160007496016,R,2,BLOCK CORRECTION. CORRECTED FROM BLOCK 560 LOT 7501 TO BLOCK  5606 LOT 25.  UPDATED 10-3-13. SM,10/31/2013
FT_1660000435966,R,1,DISTINCTIVE SIDEWLK IMPRVMNT ETC,10/31/2013
FT_1450006547045,R,1,BALLOON LOAN MODIFICATION R1960 P1251,10/31/2013
2013102201561001,R,1,Miscellaneous - is copy of Power of Attorney,10/31/2013
2013101600933001,R,2,THE CORRECT PREMIER MORTGAGE LOAN RIDER.,10/31/2013
2013101001154001,R,1,carbon monoxide affidavit,10/31/2013
2013102201079001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,10/31/2013
2013100100491001,R,1,POWER OF ATTORNEY FOR REVIEW,10/31/2013
2013090901381001,R,1,Power of Attorney for Victor Press (7 pages) Power of Attorney for Carolyn A. Broudy (7 pages) Power of Attorney for Susan Goss (7 pages),10/31/2013
2013082101284001,R,1,NYC DEPARTMENT OF SOCIAL SERVICES,10/31/2013
2013031700076001,R,2,Explanation and Bankruptcy Court Order,10/31/2013
2012113000465002,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 269 LOT 7501 TO BLOCK  269 LOT 1.  UPDATED 10-3-13. SM,10/31/2013
2010090300437001,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 5780 LOT 7501 TO BLOCK  5780 LOT 930.  UPDATED 10-3-13. SM,10/31/2013
2010011400219001,R,1,LOT CORRECTION : FROM 7502 TO LOT 1138   RG  10/4/13,10/31/2013
2009060100317002,R,1,LOT CORRECTION FROM BLOCK 5789/LOT 7502 TO BLOCK 5789/LOT 66 (IM) 10/3/2013,10/31/2013
2012112000951001,R,1,Reverse Mortgage,10/31/2013
2005110300041001,R,1,LOT CORRECTION FROM LOT 7502 TO LOT 1213. (IM) 10/7/2013,10/31/2013
2005022201648001,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 3944 LOT 7501 TO BLOCK  3944 LOT 3.  UPDATED 10-3-13. SM,10/31/2013
2004113001673001,R,1,LOT CORRECTION FROM BLOCK 1120/LOT 7501 TO BLOCK 1120/1001 (IM) 10/3/2013,10/31/2013
2012082701348001,R,2,"THIS FILING IS SPECIFICALLY FOR THE TRANSFER OF UNIT #1622.   ACRIS DOES NOT RECOGNIZE THIS UNIT AS IT PERTAINS TO  BLOCK: 1234 LOT: 7501, SO THE SYSTEM DID NOT ALLOW US TO INPUT THIS SPECIFIC UNIT #1622.",10/31/2013
2009102900127001,R,1,LOT CORRECTION FROM BLOCK 1158/LOT 7501 TO BLOCK 1158/LOT 1001 (IM) 10/3/2013,10/31/2013
2008010300137001,R,1,LOT CORRECTION : FROM 7501 TO LOT 1 RG  10/4/13,10/31/2013
2009100200194001,R,1,BLOCK CORRECTION. CORRECTED FROM BBL 1-485-7501 TO 1-485-1016. 4/30-2013. HEH,10/31/2013
2012081401248001,R,1,NAME CORRECTION FROM VERNEA REALTY LLC TO VERENA REALTY LLC. (IM) 10/29/2013,10/31/2013
2010102100154001,R,1,BLOCK CORRECTION. CORRECTED FROM BLOCK 5780 LOT 7501 TO BLOCK  5780 LOT 930.  UPDATED 10-3-13. SM,10/31/2013
2012060401555001,R,1,BLOCK CORRECTIO. CORRECTED FROM BLOCK: 612 LOT 7501 TO BLOCK 612 LOT 21. HEH. 10/10/13,10/31/2013
2013102101688001,R,1,POWER OF ATTORNEYS,10/31/2013
2013100100337001,R,1,POA AS EXHIBIT,10/31/2013
2013082100920002,R,1,CORRECTED FROM BLOCK 7174 LOT 1 TO BLOCK 7174 LOT 2.        S.P.    10/9/13,10/31/2013
2013052000558004,R,1,"CORRECTED TO ADD LOT 26,27,28 AND 29.     S.P.  10/11/13",10/31/2013
2013081901433002,R,1,275 affidavit,10/31/2013
2013093001257002,R,1,CARBON MONOXIDE AFFIDAVIT  PAGE 1,10/31/2013
